url,title,brand,description,product_id,price,currency,item_condition,availability,color,sku,breadcrumbs,average_rating,total_ratings,uniq_id,scraped_at
https://athleta.gap.com/browse/product.do?pid=658474,Stem Cellular Anti&#x26;#45Wrinkle Solutions Kit by Juice Beauty&#x26;#174,Athleta,"Reduce the appearance of fine lines and wrinkles with our clinically proven STEM CELLULAR&#153 Anti&#45Wrinkle formulations, containing a proprietary blend of fruit stem cells and Vitamin C infused into an organic resveratrol&#45rich grapeseed base for powerful age defy results. This kit contains a complete treatment regimen formulated to achieve younger looking, smoother skin. Provides essential fatty acid emollients and powerful antioxidant action with evening primrose, linseed seed & borage seed. The original organic and natural beauty brand delivering products made from luxurious formulations to restore and rejuvenate your skin. Women moving women, forward-this is the power of she. It's why we're honored to partner with women&#45founded companies that are committed to support and inspire all bodies everywhere.",658474,29.99,USD,NewCondition,InStock,Multi,6584740020000,Accessories & Masks/All Accessories,4.68,22,d66a7095-5c2d-5ae9-8ca9-9ee52d8dd256,26/12/2021 22:25:04
https://athleta.gap.com/browse/product.do?pid=981705,Shanti Crop Tank,Athleta,FOR: Yoga or studio practice FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Matches back to your favorite Powervita&#153 tights,981705,49.00,USD,NewCondition,InStock,Minimalistic Grey,9817050020000,Tops/Tanks,4.77,91,d6779c76-c595-57df-a0a4-36c1c46fbb9e,26/12/2021 22:25:04
https://athleta.gap.com/browse/product.do?pid=983762,Essential Turtleneck,Athleta,"FOR: Commuting, work, and travel FEEL: Lightweight and super soft with ionic+&#153 technology FAVE: ionic+&#153 technology with naturally occurring antimicrobial silver ions knit in the fabric eliminates odor before it starts",983762,64.00,USD,NewCondition,InStock,Bright White,9837620420003,Tops/Long Sleeve,4.5,20,e4315421-91c3-5621-af37-98e22ccb82ea,26/12/2021 22:25:04
https://athleta.gap.com/browse/product.do?pid=405372,Athleta Girl Power Up Tee,Athleta,"FOR: School, practice and exploring the outdoors FEEL: Lightweight, seamless fabric stretches with every move FAVE: Fitted design stays put Comes with a hair tie so you can ready, set, go!",405372,39.00,USD,NewCondition,InStock,White,4053720720001,Athleta Girl/Tops,4.83,172,55d4f0e7-f505-505f-9a53-179464919af7,26/12/2021 22:25:05
https://athleta.gap.com/browse/product.do?pid=982562,Coaster Luxe Sweatshirt,Athleta,"FOR: Commuting, work, and travel FEEL: Plush Nirvana is our softest fabric with a cozy brushed interior FAVE: Thumbholes hold sleeves in place and keep warmth in",982562,79.00,USD,NewCondition,InStock,Camo Lux Black,9825620120000,Tops/Sweatshirts & Wraps,4.86,318,d4f15bb0-f884-5208-aac4-a10ccc52ea3d,26/12/2021 22:25:05
https://athleta.gap.com/browse/product.do?pid=981914,Hustle II Bra B-DD,Athleta,"BEST FOR CARDIO: run + train + HIIT IMPACT: Medium&#45impact workouts, best for B&#45DD cups FEEL: SuperSonic fabric is sleek with supportive compression FAVE: Bonded chestband lies flat without pinching",981914,59.00,USD,NewCondition,InStock,Hemisphere Blue,9819140324558,Bras/All Sports Bras,3.83,12,a6695746-33e5-5f9a-a414-6e7ab2eb5e8a,26/12/2021 22:25:05
https://athleta.gap.com/browse/product.do?pid=657682,Fairway Golf Skort 18&#x26;#34,Athleta,"FOR: Tennis, running, or golf FEEL: Sculptek Light&#153 fabric gives you full coverage and all&#45way stretch FAVE: 5 pockets: 2 secure zips in front, back drop&#45in fits her phone, and 2 stash pockets on the inner short",657682,69.00,USD,NewCondition,InStock,Bright White,6576820220000,Bottoms/Skirts & Skorts,4.63,164,9ce9b9de-79ae-5622-a705-620bfa6b84c6,26/12/2021 22:25:05
https://athleta.gap.com/browse/product.do?pid=981728,Shanti Top,Athleta,FOR: Yoga or studio practice FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Matches back to your favorite Powervita&#153 bottoms,981728,59.00,USD,NewCondition,InStock,Antique Burgundy,9817280420005,Tops/Long Sleeve,4.43,44,123f3aec-3b06-5125-8a81-06d28019c6c4,26/12/2021 22:25:06
https://athleta.gap.com/browse/product.do?pid=656732,Kinetic Waist Bag,Athleta,"FOR: Commuting, work, and travel FEEL: Recycled nylon fabrication is sleek with a soft hand-feel FAVE: Secure zipper pocket that faces your body to keep valuables safe Oriented for waist or crossbody carry Easy adjustable strap with large side release DWR finish Zipper on back side of bag for added safety with personal belongings",656732,55.00,USD,NewCondition,InStock,Black,6567320020000,Accessories & Masks/Bags,4.35,223,c802e0ef-42d8-5f5d-9f93-99607a2f3442,26/12/2021 22:25:06
https://athleta.gap.com/browse/product.do?pid=487745,Rainier Tight,Athleta,"FOR: Medium and high impact workouts in cold climates FEEL: Plush SuperSonic has a soft, brushed interior FAVE: Zip pockets secure your essentials Back drop&#45in pocket stashes your smartphone Reflective details for early morning or after&#45dusk workouts",487745,98.00,USD,NewCondition,InStock,Hemisphere Blue,4877451320000,Bottoms/Pants,4.7,2204,3aed9dcc-a0c7-512f-8882-ce89921b3321,26/12/2021 22:25:06
https://athleta.gap.com/browse/product.do?pid=488459,Rainier Jogger,Athleta,"FOR: Medium and high impact workouts in cold climates FEEL: Our favorite Distance Jogger, now available in Plush SuperSonic for cold weather workouts FAVE: Zip pockets secure your essentials Reflective details for early morning or after&#45dusk workouts Unpinchable three&#45layer waistband with mesh inner lining streamlines and supports",488459,98.00,USD,NewCondition,InStock,Black,4884590020000,Bottoms/Pants,4.71,838,c8a75447-8477-5b94-8048-135f179e2060,26/12/2021 22:25:06
https://athleta.gap.com/browse/product.do?pid=530886,Sculpted Bikini Top,Athleta,"FOR: Travel, vacation or exploring your town or city FEEL: LYCRA&#174 XTRA LIFE&#153 SPANDEX. Ultra&#45resilient fabric snaps back like a pro and lasts 5 to 10X longer FAVE: WIRELESS SLING SUPPORT provides a comfortable, flattering fit with additional lift and shape Premium liner for shaping and support Adjustable X back straps Lightweight, removable pads",530886,19.99,USD,NewCondition,InStock,Abyssinian Yellow,5308860320005,Swim/Bikini Tops,4.54,59,9d294b73-3e60-5ea2-83c3-522169d84df5,26/12/2021 22:25:06
https://athleta.gap.com/browse/product.do?pid=983784,Gallery Top 2.0,Athleta,"FOR: Commuting, work, and travel FEEL: Breathable cotton is soft and stretchy FAVE: Hybrid knit and woven style provides layered look and versatility",983784,99.00,USD,NewCondition,InStock,Bright White/ Bright White,9837840220000,Tops/Long Sleeve,4.42,31,0d9cfa26-4e99-5c28-b930-b0e37c3e4c66,26/12/2021 22:25:07
https://athleta.gap.com/browse/product.do?pid=983124,Artist Series Tote,Athleta,"FOR: Everyday use and commute FEEL: Lightweight canvas FAVE: To celebrate the artist series, we&#39re making a donation to a non&#45profit of the artist&#39s choosing",983124,39.97,USD,NewCondition,InStock,Natural,9831240020000,Accessories & Masks/Bags,5,10,4b5c46bb-92de-528e-8bdd-6a51e48e9e9b,26/12/2021 22:25:07
https://athleta.gap.com/browse/product.do?pid=531337,Exhale Printed Bra D&#x26;#45DD+,Athleta,"Looking for a different size? See A&#45C here. BEST FOR STUDIO: yoga, barre, pilates IMPACT: Low&#45impact workouts, best for D&#45DD+ cups FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Innovative back straps provide cross&#45pull to keep it all in place and prevent digging on the neck/shoulders Shop the matching Tight <a href=/browse/product.do?pid=657538&mlink=34,Copy_657538_657538&clink=34><u>here</a></u>",531337,54.00,USD,NewCondition,InStock,Dappled Bloom Multi,5313371520000,Bras/All Sports Bras,4.63,282,aab81558-cc6f-5c2d-9ac2-c4a7a8976b53,26/12/2021 22:25:07
https://athleta.gap.com/browse/product.do?pid=632137,Athleta Girl Ice Pink Camo Tankini Top,Athleta,"FOR: Swim, surf, paddle, and everything at the beach FEEL: LYCRA&#174 XTRA LIFE&#153 SPANDEX: Ultra&#45resilient fabric snaps back like a pro and lasts 5 to 10X longer FAVE: Racerback adds comfort and cute design detail Removable pads in sizes L, XL, XXL",632137,20.97,USD,NewCondition,InStock,Ice Storm,6321370020001,Athleta Girl/All Girl,4.67,3,5d4728e8-e611-5feb-8497-5257527199f2,26/12/2021 22:25:07
https://athleta.gap.com/browse/product.do?pid=531110,Hustle Bra B&#x26;#45DD,Athleta,"BEST FOR CARDIO: run + train + HIIT IMPACT: Medium&#45impact workouts, best for B&#45DD cups FEEL: SuperSonic fabric is sleek with supportive compression FAVE: Bonded chestband lies flat without pinching Non&#45removable cups",531110,29.99,USD,NewCondition,InStock,Black,5311100224558,Bras/All Sports Bras,4.12,246,3e29ad85-6576-51b2-a2b1-540624615d26,26/12/2021 22:25:08
https://athleta.gap.com/browse/product.do?pid=567066,Athleta Girl Get in the Game Tank,Athleta,"FOR: School, practice, and play FEEL: Stretchy, durable, and live in comfort FAVE: Mesh detail keeps her cool",567066,20.97,USD,NewCondition,InStock,Primary Blue,5670660120001,Athleta Girl/Tops,4.88,8,767c5a01-fcad-5511-87bf-0073e5694317,26/12/2021 22:25:08
https://athleta.gap.com/browse/product.do?pid=980444,Athleta Girl Ocean Marble Bikini Bottom,Athleta,"FOR: Swim, surf, paddle, and everything at the beach FEEL: Soft and stretchy Lycra&#174 Xtra Life&#153 fabric FAVE: Beautiful ocean marble print",980444,19.97,USD,NewCondition,InStock,Grotto Ocean Marble,9804440020004,Athleta Girl/All Girl,5,6,8a80a90d-0940-5df6-ae8d-d3bf35368bf5,26/12/2021 22:25:09
https://athleta.gap.com/browse/product.do?pid=406638,Athleta Girl Stash Your Treasures Capri,Athleta,"FOR: School, practice and exploring outdoors FEEL: Powervita&#153 fabric is buttery soft with compression that feels like a gentle hug FAVE: Side pockets stash your treasures Fully adjustable NeverEnd drawstring won&#39t get lost in the wash Hidden waistband pocket Comes with a hair tie so you can ready, set, go!",406638,49.00,USD,NewCondition,InStock,Black,4066380020001,Athleta Girl/Tights & Leggings,4.89,99,c435839b-d3cd-511d-ae3f-556985259b57,26/12/2021 22:25:09
https://athleta.gap.com/browse/product.do?pid=405849,Athleta Girl Mock Neck Rashguard,Athleta,"FOR: Swim, surf, paddle and everything at the beach FEEL: Lightweight, super&#45sleek swim fabric stretches and snaps back into place FAVE: Short sleeves and mock neck provide more coverage Comes with a hair tie so you can ready, set, go!",405849,32.00,USD,NewCondition,InStock,Daybreak Delphinium Blue,4058492220001,Athleta Girl/Swim,4.63,94,0d3820d6-4203-5553-9f34-718ffd1f6e22,26/12/2021 22:25:09
https://athleta.gap.com/browse/product.do?pid=982253,Athleta Girl Back At It Tee,Athleta,"FOR: School, practice, and play FEEL: Lightweight and super soft with UPF 50+ FAVE: Mesh detail keeps her cool",982253,28.99,USD,NewCondition,InStock,Stratford Blue,9822530120001,Athleta Girl/Tops,4.87,23,2cdbc188-b45a-5b78-8cde-e2fd36f2c4d9,26/12/2021 22:25:10
https://athleta.gap.com/browse/product.do?pid=981483,Kid&#x2019;s Bulk Value 500 Mask Pack,Athleta,"Pleated fabric for a variety of face sizes Adjustable, soft knit ear loops for all&#45day comfort Soft, breathable non&#45medical mask Bulk quantity of 500 individually packaged masks This is not a medical&#45grade mask and is not intended as a replacement for medical&#45grade equipment or other recommended measures to stop the community spread of any viruses, including social distancing, washing your hands and refraining from touching your face. This is not an FDA&#45approved product. This product makes no claims of antimicrobial protection, antiviral protection, particulate filtration, or infection prevention or reduction. This product is not intended for use in a medical setting. WARNING: CHOKING HAZARD? &#45 small parts. Not?for children under 3 years This mask should not be placed on young children under age 3, anyone who has trouble breathing, or is unconscious, incapacitated or otherwise unable to remove the mask without assistance. Learn more with our Wear it Well: <a href=""https://www.gap.com/browse/info.do?cid=1158915&mlink=34,Copy_1158915&clink=34&mlink=34,Copy_1158915_1158915&clink=34""><u>Face Mask Guide</a></u> Final sale, excluded from promotion.",981483,995.00,USD,NewCondition,InStock,Grey,9814830020000,Athleta Girl/All Girl,5,1,f45cd4d5-e869-56ac-a187-b8c5c80d2646,26/12/2021 22:25:10
https://athleta.gap.com/browse/product.do?pid=986258,Athleta Girl Connection Leotard by Destira,Athleta,"FOR: Practice, Gymnastics, Dance & Play Snug bottoms and modest coverage, find the shorts pictured HERE",986258,49.00,USD,NewCondition,InStock,Riptide Navy,9862580020001,Athleta Girl/Tops,4,5,fa900e7f-9ef3-5d1b-aa8f-94d985d97511,26/12/2021 22:25:10
https://athleta.gap.com/browse/product.do?pid=631308,Double Cozy Karma Recover Bomber,Athleta,FOR: Layering up to and from the gym or studio workouts FEEL: Double Cozy Karma has the softest plush interior for extra warmth FAVE: The perfect second layer to pair with her Double Cozy Karma Jogger on a cold winter day Easy access drop&#45in pockets keep hands warm and provide a spot to stash essentials,631308,129.00,USD,NewCondition,InStock,Blue Star,6313080320000,Jackets/All Jackets,4.52,44,e4345ffe-2c71-5cf9-916d-6a42c6e4ea8b,26/12/2021 22:25:10
https://athleta.gap.com/browse/product.do?pid=987344,Athleta Girl Tuck and Tumble Leotard by Destira,Athleta,"INSPIRED FOR dance, gymnastics, and more",987344,49.00,USD,NewCondition,InStock,Camo Lux Blue,9873440020001,Athleta Girl/Tops,4.92,12,0bd177d2-43ac-517e-97bb-182f7a0fd771,26/12/2021 22:25:11
https://athleta.gap.com/browse/product.do?pid=981749,Ultimate Textured Bra D-DD+,Athleta,"BEST FOR CARDIO: run + train + HIIT IMPACT: Medium&#45impact workouts, best for D&#45DD+ cups FEEL: SuperSonic fabric made with recycled nylon is sleek with supportive compression FAVE: Sleek racerback design provides distraction&#45free mobility and airflow Lightweight removable pads",981749,54.00,USD,NewCondition,InStock,Mist Black/ Cool Grey,9817490020000,Bras/All Sports Bras,4.62,13,dd2f81f7-dc85-5973-a3b2-52a507d798b9,26/12/2021 22:25:11
https://athleta.gap.com/browse/product.do?pid=657814,Evergreen Hoodie Sweater,Athleta,"FOR: Travel, vacation or exploring your town or city FEEL: COOLMAX&#174 fibers help keep you cool and dry FAVE: Hybrid stitching for added breathability",657814,39.97,USD,NewCondition,InStock,Ballerina Gown,6578140221003,/,4.69,169,9cb12f38-03e6-5afe-8917-4808027c34a4,26/12/2021 22:25:11
https://athleta.gap.com/browse/product.do?pid=573446,Athleta Girl High Rise Powervita Chit Chat Tight,Athleta,"FOR: Run, gym/training FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Fully adjustable NeverEnd drawstring that grows with her",573446,39.99,USD,NewCondition,InStock,Black Heather 2,5734460020001,Athleta Girl/Tights & Leggings,4.86,7,04585c15-a40d-5ec4-a464-5878c9875efa,26/12/2021 22:25:11
https://athleta.gap.com/browse/product.do?pid=599657,Lincoln Park Sweater,Athleta,"FOR: Commuting, work, and travel FEEL: COOLMAX&#174 fibers help keep you cool and dry FAVE: Ribbed construction enhances comfort and adds texture",599657,29.97,USD,NewCondition,InStock,Black,5996570020000,/,4.2,54,284383cb-efbf-5e02-8c5c-6881f8303fa2,26/12/2021 22:25:11
https://athleta.gap.com/browse/product.do?pid=981653,Elation Rib 7&#x26;#34 Short,Athleta,FOR: Yoga or studio practice FEEL: Super&#45soft Powervita&#153 rib fabric hugs the body FAVE: Unpinchable three&#45layer waistband with mesh inner lining streamlines and supports Back drop&#45in pocket to stash your essentials No inseam for a distraction&#45free practice,981653,29.97,USD,NewCondition,InStock,Anthracite Grey,9816530120000,Bottoms/Shorts,4.83,66,578fee0b-9c30-5a2f-8053-e7363d70fe6c,26/12/2021 22:25:11
https://athleta.gap.com/browse/product.do?pid=982868,Venice Wide Leg,Athleta,"FOR: Commuting, work, and travel FEEL: Sculptek Light&#153 fabric gives you full coverage and all&45way stretch FAVE: Zip pockets on back secure your essentials",982868,87.99,USD,NewCondition,InStock,Bluff Grey,9828680120000,Bottoms/Pants,4.64,358,157d8854-4703-5d3d-87d0-b922b9f6d6fd,26/12/2021 22:25:12
https://athleta.gap.com/browse/product.do?pid=980162,Athleta Girl Camo Power Up Tee,Athleta,"FOR: School, practice and play FEEL: Non&#45chafing seamless fabric is stretchy and comfortable FAVE: Fun camo print",980162,42.00,USD,NewCondition,InStock,Black Camo,9801620020001,Athleta Girl/Tops,5,27,cb3972e7-c9b9-5325-829f-09851ce9be77,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=980349,Salutation Crop Jogger,Athleta,"FOR: Life on and off the mat FEEL: Powervita&#153 fabric is buttery soft with support that feels like a gentle hug FAVE: Wide waistband for comfort, support, and mobility",980349,79.00,USD,NewCondition,InStock,Black,9803490020000,Bottoms/Pants,4.58,81,75bfa3f9-5987-54bd-9314-bc272d613146,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=986055,Delancey Herringbone Flare,Athleta,"FOR: Commuting, work, and travel FEEL: Textured fabric has all&#45way stretch with subtle shine FAVE: Easy&#45access pockets to stash your essentials",986055,98.00,USD,NewCondition,InStock,Bluff Grey,9860550020000,Bottoms/Pants,4.05,20,7d343b2e-8c32-5552-954b-8dfaded3abe4,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=986041,Ombre Spirit Wool Cashmere Wrap,Athleta,"FOR: Commuting, work, and travel FEEL: Wool&#45cashmere blend is luxuriously soft and cozy FAVE: Novelty ombr� print elevates any outfit",986041,229.00,USD,NewCondition,InStock,Blue Star/ Chrome Blue,9860410020000,/,4.75,4,c8e7d3e4-fc9b-54e8-9756-65c920ac1774,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=980210,Gratitude Journal,Athleta,"The Gratitude Journal is meant to help slow you down and think about all you have the be grateful for in these challenging moments. It has some great sustainable features: The cover is made from natural cellulose fiber and wood pulp. It wears over time and will patina (get the cool worn marks) just like leather! It&#39s also meant to be refilled and reused over and over again. The paper inside is all 100% recycled paper. On the inside cover, there is a gold&#45foiled ""Power of She"" to remind you of your strength. It also features our Antoinette print in Sandstone that ties back to our holiday apparel collections. We put people and planet up there with profit--it's why we're excited to partner with a fellow B Corporation.",980210,9.99,USD,NewCondition,InStock,Sandstone,9802100020000,Accessories & Masks/All Accessories,4.15,27,c6fb1ef2-c9dd-5eeb-a14b-d25aab1a95b5,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=598454,Athleta Girl Break Records Half Zip,Athleta,"FOR: Staying warm outside, weekend adventures FEEL: Lightweight down is soft with light warmth FAVE: Half zip for easy on & off Front kanga pocket includes surprise phone storage",598454,27.97,USD,NewCondition,InStock,Black,5984540020001,Athleta Girl/Tops,5,5,09e53929-ff03-5439-b1fe-34b01affec80,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=657746,Ultimate Train Textured Tank,Athleta,"FOR: Medium to high impact workouts at the gym, studio or outdoors FEEL: Sustainable, slick&#45handed fabric with texture FAVE: High neck gives you coverage while working out",657746,49.00,USD,NewCondition,InStock,Grey Heather,6577460220000,Tops/Tanks,4.59,76,c449e6b8-a7f4-53e1-9f9c-e4de0c48ac9c,26/12/2021 22:25:13
https://athleta.gap.com/browse/product.do?pid=981738,Ultimate Textured Bra A-C,Athleta,"BEST FOR CARDIO: run + train + HIIT IMPACT: Medium&#45impact workouts, best for A&#45C cups FEEL: SuperSonic fabric made with recycled nylon is sleek with supportive compression FAVE: Sleek racerback design provides distraction&#45free mobility and airflow Lightweight removable pads",981738,54.00,USD,NewCondition,InStock,Mist Black/ Cool Grey,9817380020000,Bras/All Sports Bras,4.2,5,930be62f-0446-545d-807e-f121263d907d,26/12/2021 22:25:14
https://athleta.gap.com/browse/product.do?pid=981414,Superscreen Moisturizer SPF 40 by Supergoop,Athleta,"This first&#45of&#45its&#45kind formula provides intense hydration and SPF 40 in one, while protecting your skin from everything it faces on a daily basis: UVA (aging) rays, UVB (burning) rays and more. The formula itself is lightweight, bouncy and wears beautifully under makeup. This is the same reef&#45safe formula you know and love, just wrapped up in a totally new look. Women moving women, forward-this is the power of she. It's why we're honored to partner with women&#45founded companies that are committed to support and inspire all bodies everywhere.",981414,38.00,USD,NewCondition,InStock,Clear,9814140020000,Accessories & Masks/All Accessories,4.09,11,759b264c-afc0-5670-aa73-782733be655a,26/12/2021 22:25:14
https://athleta.gap.com/browse/product.do?pid=533668,Tri&#x26;#45Block Ankle Sock by Bombas&#x26;#174,Athleta,"FOR: Medium to high impact workouts at the gym, studio or outdoors FEEL: Cushioned footbed, honeycomb arch support FAVE: One pair purchased = one pair donated to a shelter in need We put people and planet up there with profit--it's why we're excited to partner with a fellow B Corporation.",533668,12.50,USD,NewCondition,InStock,Seafoam,5336680520002,Accessories & Masks/Gear,4.92,348,45870a00-c826-54bc-a40c-39c9a55d145b,26/12/2021 22:25:15
https://athleta.gap.com/browse/product.do?pid=984562,Crossroads Crew Sweater,Athleta,"FOR: Commuting, work, and travel FEEL: Metallic fabric elevates your look FAVE: Ribbed trim for extra mobility and comfort",984562,99.99,USD,NewCondition,InStock,Decadent Red Metallic,9845620320000,/,4.63,30,32b2306c-28b3-5b87-9370-a678d47c548a,26/12/2021 22:25:15
https://athleta.gap.com/browse/product.do?pid=657669,Run With It Textured 3.5&#x26;#34 Short,Athleta,"FOR: Long distance, short distance and trail running FEEL: Featherweight Stretch&#153 fabric made with recycled polyester feels silky sleek and light as air FAVE: True split short for the most mobility during your runs Adjustable drawcord Built&#45in brief for additional coverage Back secure zip pocket",657669,14.99,USD,NewCondition,InStock,Space Dye Begonia,6576690220004,Bottoms/Shorts,4.57,336,b5439889-96a8-5213-a1c1-07c6a0fa8fd1,26/12/2021 22:25:15
https://athleta.gap.com/browse/product.do?pid=485949,Mindful Pullover,Athleta,"FOR: Indoor and outdoor yoga practice, and life off the mat FEEL: Soft, brushed fabric feels light yet cozy on the skin FAVE: Banded hem provides a stay&#45put live&#45in comfortable fit",485949,69.00,USD,NewCondition,InStock,Palermo Pink Heather,4859491020000,Tops/All Tops,4.76,543,36c6f23c-bef5-5802-9cfe-56e934f4cafa,26/12/2021 22:25:15
https://athleta.gap.com/browse/product.do?pid=532298,Athleta Girl Camo Lux Print Swing Skort,Athleta,"FOR: Tennis, golf, school or practice FEEL: Our softest, most buttery fabric FAVE: Built&#45in shorts give her extra coverage",532298,44.00,USD,NewCondition,InStock,Black Camo,5322980020001,Athleta Girl/Tights & Leggings,4.86,104,e8d0cc8c-7c3e-569b-9be6-c42fc6c0fabb,26/12/2021 22:25:16
https://athleta.gap.com/browse/product.do?pid=159164,Hanover V&#x26;#45Neck Sweater,Athleta,"FOR: Commuting, work and travel FEEL: THERMOLITE&#174 fibers help keep you warm and dry FAVE: Stitch play adds texture and visual interest",159164,79.99,USD,NewCondition,InStock,Shasta Purple,1591641720006,/,4.73,637,cc0327ee-d308-597a-b3c8-d86cf907cbe6,26/12/2021 22:25:16
